"tiebreak","breakpoint","before_breakpoint","set_up","set_down","serving","returning","serving_match","returning_match","p_iid","p_noniid","server_win","server_rank","return_win","return_rank"
FALSE,TRUE,TRUE,1,0,"vincent millot","andy murray","Men'sAustralianOpen.:Vincent Millot:Andy Murray:2014 vincent millot","Men'sAustralianOpen.:Vincent Millot:Andy Murray:2014 andy murray",0.476789866805195,0.472425048385645,0,267,1,4
TRUE,FALSE,FALSE,0,0,"vincent millot","andy murray","Men'sAustralianOpen.:Vincent Millot:Andy Murray:2014 vincent millot","Men'sAustralianOpen.:Vincent Millot:Andy Murray:2014 andy murray",0.476789866805195,0.475686592130887,0,267,1,4
TRUE,FALSE,FALSE,1,0,"vincent millot","andy murray","Men'sAustralianOpen.:Vincent Millot:Andy Murray:2014 vincent millot","Men'sAustralianOpen.:Vincent Millot:Andy Murray:2014 andy murray",0.476789866805195,0.48438208661911,0,267,1,4
TRUE,FALSE,FALSE,0,1,"vincent millot","andy murray","Men'sAustralianOpen.:Vincent Millot:Andy Murray:2014 vincent millot","Men'sAustralianOpen.:Vincent Millot:Andy Murray:2014 andy murray",0.476789866805195,0.497559922894057,0,267,1,4
TRUE,TRUE,FALSE,0,0,"vincent millot","andy murray","Men'sAustralianOpen.:Vincent Millot:Andy Murray:2014 vincent millot","Men'sAustralianOpen.:Vincent Millot:Andy Murray:2014 andy murray",0.476789866805195,0.461902957565573,0,267,1,4
TRUE,TRUE,FALSE,1,0,"vincent millot","andy murray","Men'sAustralianOpen.:Vincent Millot:Andy Murray:2014 vincent millot","Men'sAustralianOpen.:Vincent Millot:Andy Murray:2014 andy murray",0.476789866805195,0.470572626470615,0,267,1,4
FALSE,FALSE,FALSE,0,0,"andy murray","vincent millot","Men'sAustralianOpen.:Vincent Millot:Andy Murray:2014 andy murray","Men'sAustralianOpen.:Vincent Millot:Andy Murray:2014 vincent millot",0.684007022591778,0.684058156212759,1,4,0,267
FALSE,FALSE,TRUE,0,0,"andy murray","vincent millot","Men'sAustralianOpen.:Vincent Millot:Andy Murray:2014 andy murray","Men'sAustralianOpen.:Vincent Millot:Andy Murray:2014 vincent millot",0.684007022591778,0.678052679541151,1,4,0,267
FALSE,FALSE,FALSE,0,1,"andy murray","vincent millot","Men'sAustralianOpen.:Vincent Millot:Andy Murray:2014 andy murray","Men'sAustralianOpen.:Vincent Millot:Andy Murray:2014 vincent millot",0.684007022591778,0.67992398176613,1,4,0,267
FALSE,FALSE,TRUE,0,1,"andy murray","vincent millot","Men'sAustralianOpen.:Vincent Millot:Andy Murray:2014 andy murray","Men'sAustralianOpen.:Vincent Millot:Andy Murray:2014 vincent millot",0.684007022591778,0.673877386246967,1,4,0,267
FALSE,FALSE,FALSE,1,0,"andy murray","vincent millot","Men'sAustralianOpen.:Vincent Millot:Andy Murray:2014 andy murray","Men'sAustralianOpen.:Vincent Millot:Andy Murray:2014 vincent millot",0.684007022591778,0.690000234048979,1,4,0,267
FALSE,FALSE,TRUE,1,0,"andy murray","vincent millot","Men'sAustralianOpen.:Vincent Millot:Andy Murray:2014 andy murray","Men'sAustralianOpen.:Vincent Millot:Andy Murray:2014 vincent millot",0.684007022591778,0.684055538346614,1,4,0,267
FALSE,TRUE,FALSE,0,1,"andy murray","vincent millot","Men'sAustralianOpen.:Vincent Millot:Andy Murray:2014 andy murray","Men'sAustralianOpen.:Vincent Millot:Andy Murray:2014 vincent millot",0.684007022591778,0.672212595142312,1,4,0,267
FALSE,TRUE,TRUE,0,1,"andy murray","vincent millot","Men'sAustralianOpen.:Vincent Millot:Andy Murray:2014 andy murray","Men'sAustralianOpen.:Vincent Millot:Andy Murray:2014 vincent millot",0.684007022591778,0.666091864179933,1,4,0,267
FALSE,TRUE,FALSE,1,0,"andy murray","vincent millot","Men'sAustralianOpen.:Vincent Millot:Andy Murray:2014 andy murray","Men'sAustralianOpen.:Vincent Millot:Andy Murray:2014 vincent millot",0.684007022591778,0.682418218424266,1,4,0,267
FALSE,TRUE,FALSE,0,0,"andy murray","vincent millot","Men'sAustralianOpen.:Vincent Millot:Andy Murray:2014 andy murray","Men'sAustralianOpen.:Vincent Millot:Andy Murray:2014 vincent millot",0.684007022591778,0.676398967313924,1,4,0,267
FALSE,TRUE,TRUE,0,0,"andy murray","vincent millot","Men'sAustralianOpen.:Vincent Millot:Andy Murray:2014 andy murray","Men'sAustralianOpen.:Vincent Millot:Andy Murray:2014 vincent millot",0.684007022591778,0.670318069228501,1,4,0,267
FALSE,TRUE,TRUE,1,0,"andy murray","vincent millot","Men'sAustralianOpen.:Vincent Millot:Andy Murray:2014 andy murray","Men'sAustralianOpen.:Vincent Millot:Andy Murray:2014 vincent millot",0.684007022591778,0.676396316006687,1,4,0,267
TRUE,FALSE,FALSE,0,0,"andy murray","vincent millot","Men'sAustralianOpen.:Vincent Millot:Andy Murray:2014 andy murray","Men'sAustralianOpen.:Vincent Millot:Andy Murray:2014 vincent millot",0.684007022591778,0.685732327217638,1,4,0,267
TRUE,FALSE,FALSE,1,0,"andy murray","vincent millot","Men'sAustralianOpen.:Vincent Millot:Andy Murray:2014 andy murray","Men'sAustralianOpen.:Vincent Millot:Andy Murray:2014 vincent millot",0.684007022591778,0.69165711099942,1,4,0,267
TRUE,FALSE,FALSE,0,1,"andy murray","vincent millot","Men'sAustralianOpen.:Vincent Millot:Andy Murray:2014 andy murray","Men'sAustralianOpen.:Vincent Millot:Andy Murray:2014 vincent millot",0.684007022591778,0.681609863270516,1,4,0,267
TRUE,TRUE,FALSE,0,0,"andy murray","vincent millot","Men'sAustralianOpen.:Vincent Millot:Andy Murray:2014 andy murray","Men'sAustralianOpen.:Vincent Millot:Andy Murray:2014 vincent millot",0.684007022591778,0.678094625242819,1,4,0,267
TRUE,TRUE,FALSE,1,0,"andy murray","vincent millot","Men'sAustralianOpen.:Vincent Millot:Andy Murray:2014 andy murray","Men'sAustralianOpen.:Vincent Millot:Andy Murray:2014 vincent millot",0.684007022591778,0.684097066328037,1,4,0,267
FALSE,FALSE,FALSE,0,0,"albert ramos","alexandr dolgopolov","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 albert ramos","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 alexandr dolgopolov",0.580731493226064,0.591516558192964,0,115,1,21
FALSE,FALSE,TRUE,0,0,"albert ramos","alexandr dolgopolov","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 albert ramos","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 alexandr dolgopolov",0.580731493226064,0.581151927231966,0,115,1,21
FALSE,FALSE,FALSE,0,1,"albert ramos","alexandr dolgopolov","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 albert ramos","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 alexandr dolgopolov",0.580731493226064,0.605699126466568,0,115,1,21
FALSE,FALSE,TRUE,0,1,"albert ramos","alexandr dolgopolov","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 albert ramos","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 alexandr dolgopolov",0.580731493226064,0.595448239167595,0,115,1,21
FALSE,FALSE,FALSE,1,0,"albert ramos","alexandr dolgopolov","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 albert ramos","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 alexandr dolgopolov",0.580731493226064,0.598279930632822,0,115,1,21
FALSE,FALSE,TRUE,1,0,"albert ramos","alexandr dolgopolov","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 albert ramos","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 alexandr dolgopolov",0.580731493226064,0.58796737132345,0,115,1,21
FALSE,TRUE,FALSE,0,1,"albert ramos","alexandr dolgopolov","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 albert ramos","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 alexandr dolgopolov",0.580731493226064,0.599721525668516,0,115,1,21
FALSE,TRUE,TRUE,0,1,"albert ramos","alexandr dolgopolov","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 albert ramos","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 alexandr dolgopolov",0.580731493226064,0.589420576760162,0,115,1,21
FALSE,TRUE,FALSE,1,0,"albert ramos","alexandr dolgopolov","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 albert ramos","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 alexandr dolgopolov",0.580731493226064,0.592265568878333,0,115,1,21
FALSE,TRUE,FALSE,0,0,"albert ramos","alexandr dolgopolov","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 albert ramos","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 alexandr dolgopolov",0.580731493226064,0.585471096848536,0,115,1,21
FALSE,TRUE,TRUE,0,0,"albert ramos","alexandr dolgopolov","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 albert ramos","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 alexandr dolgopolov",0.580731493226064,0.575063267818611,0,115,1,21
FALSE,TRUE,TRUE,1,0,"albert ramos","alexandr dolgopolov","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 albert ramos","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 alexandr dolgopolov",0.580731493226064,0.581906509869237,0,115,1,21
TRUE,FALSE,FALSE,0,0,"albert ramos","alexandr dolgopolov","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 albert ramos","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 alexandr dolgopolov",0.580731493226064,0.57773023672979,0,115,1,21
TRUE,FALSE,FALSE,1,0,"albert ramos","alexandr dolgopolov","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 albert ramos","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 alexandr dolgopolov",0.580731493226064,0.584561557020085,0,115,1,21
TRUE,FALSE,FALSE,0,1,"albert ramos","alexandr dolgopolov","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 albert ramos","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 alexandr dolgopolov",0.580731493226064,0.592061358321753,0,115,1,21
TRUE,TRUE,FALSE,0,0,"albert ramos","alexandr dolgopolov","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 albert ramos","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 alexandr dolgopolov",0.580731493226064,0.571628501045066,0,115,1,21
TRUE,TRUE,FALSE,1,0,"albert ramos","alexandr dolgopolov","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 albert ramos","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 alexandr dolgopolov",0.580731493226064,0.578486512686146,0,115,1,21
FALSE,FALSE,FALSE,0,0,"alexandr dolgopolov","albert ramos","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 alexandr dolgopolov","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 albert ramos",0.671646741785423,0.672719659182432,1,21,0,115
FALSE,FALSE,TRUE,0,0,"alexandr dolgopolov","albert ramos","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 alexandr dolgopolov","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 albert ramos",0.671646741785423,0.662419348857447,1,21,0,115
FALSE,FALSE,FALSE,0,1,"alexandr dolgopolov","albert ramos","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 alexandr dolgopolov","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 albert ramos",0.671646741785423,0.673042953748687,1,21,0,115
FALSE,FALSE,TRUE,0,1,"alexandr dolgopolov","albert ramos","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 alexandr dolgopolov","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 albert ramos",0.671646741785423,0.662747717359512,1,21,0,115
FALSE,FALSE,FALSE,1,0,"alexandr dolgopolov","albert ramos","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 alexandr dolgopolov","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 albert ramos",0.671646741785423,0.678811426224541,1,21,0,115
FALSE,FALSE,TRUE,1,0,"alexandr dolgopolov","albert ramos","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 alexandr dolgopolov","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 albert ramos",0.671646741785423,0.668608393206876,1,21,0,115
FALSE,TRUE,FALSE,0,1,"alexandr dolgopolov","albert ramos","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 alexandr dolgopolov","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 albert ramos",0.671646741785423,0.658355282364709,1,21,0,115
FALSE,TRUE,TRUE,0,1,"alexandr dolgopolov","albert ramos","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 alexandr dolgopolov","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 albert ramos",0.671646741785423,0.647839549412746,1,21,0,115
FALSE,TRUE,FALSE,1,0,"alexandr dolgopolov","albert ramos","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 alexandr dolgopolov","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 albert ramos",0.671646741785423,0.664253619870004,1,21,0,115
FALSE,TRUE,FALSE,0,0,"alexandr dolgopolov","albert ramos","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 alexandr dolgopolov","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 albert ramos",0.671646741785423,0.658024843907625,1,21,0,115
FALSE,TRUE,TRUE,0,0,"alexandr dolgopolov","albert ramos","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 alexandr dolgopolov","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 albert ramos",0.671646741785423,0.647504385787027,1,21,0,115
FALSE,TRUE,TRUE,1,0,"alexandr dolgopolov","albert ramos","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 alexandr dolgopolov","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 albert ramos",0.671646741785423,0.653823974037281,1,21,0,115
TRUE,FALSE,FALSE,0,0,"alexandr dolgopolov","albert ramos","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 alexandr dolgopolov","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 albert ramos",0.671646741785423,0.670573191726922,1,21,0,115
TRUE,FALSE,FALSE,1,0,"alexandr dolgopolov","albert ramos","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 alexandr dolgopolov","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 albert ramos",0.671646741785423,0.676685709964971,1,21,0,115
TRUE,FALSE,FALSE,0,1,"alexandr dolgopolov","albert ramos","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 alexandr dolgopolov","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 albert ramos",0.671646741785423,0.670897569330955,1,21,0,115
TRUE,TRUE,FALSE,0,0,"alexandr dolgopolov","albert ramos","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 alexandr dolgopolov","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 albert ramos",0.671646741785423,0.65583130721603,1,21,0,115
TRUE,TRUE,FALSE,1,0,"alexandr dolgopolov","albert ramos","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 alexandr dolgopolov","Men'sFrenchOpen.:Albert Ramos:Alexandr Dolgopolov:2014 albert ramos",0.671646741785423,0.662079518975654,1,21,0,115
FALSE,FALSE,FALSE,0,0,"alejandro gonzalez","gilles simon","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 alejandro gonzalez","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 gilles simon",0.512739635370214,0.526021558820613,0,77,1,30
FALSE,FALSE,TRUE,0,0,"alejandro gonzalez","gilles simon","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 alejandro gonzalez","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 gilles simon",0.512739635370214,0.513663362393459,0,77,1,30
FALSE,FALSE,FALSE,0,1,"alejandro gonzalez","gilles simon","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 alejandro gonzalez","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 gilles simon",0.512739635370214,0.530739559610385,0,77,1,30
FALSE,FALSE,TRUE,0,1,"alejandro gonzalez","gilles simon","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 alejandro gonzalez","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 gilles simon",0.512739635370214,0.518391749560559,0,77,1,30
FALSE,FALSE,FALSE,1,0,"alejandro gonzalez","gilles simon","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 alejandro gonzalez","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 gilles simon",0.512739635370214,0.53352216915923,0,77,1,30
FALSE,FALSE,TRUE,1,0,"alejandro gonzalez","gilles simon","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 alejandro gonzalez","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 gilles simon",0.512739635370214,0.52118152203663,0,77,1,30
FALSE,TRUE,FALSE,0,1,"alejandro gonzalez","gilles simon","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 alejandro gonzalez","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 gilles simon",0.512739635370214,0.516692009440734,0,77,1,30
FALSE,TRUE,TRUE,0,1,"alejandro gonzalez","gilles simon","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 alejandro gonzalez","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 gilles simon",0.512739635370214,0.504319782020888,0,77,1,30
FALSE,TRUE,FALSE,1,0,"alejandro gonzalez","gilles simon","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 alejandro gonzalez","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 gilles simon",0.512739635370214,0.519482501271965,0,77,1,30
FALSE,TRUE,FALSE,0,0,"alejandro gonzalez","gilles simon","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 alejandro gonzalez","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 gilles simon",0.512739635370214,0.511962645114867,0,77,1,30
FALSE,TRUE,TRUE,0,0,"alejandro gonzalez","gilles simon","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 alejandro gonzalez","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 gilles simon",0.512739635370214,0.499586603417051,0,77,1,30
FALSE,TRUE,TRUE,1,0,"alejandro gonzalez","gilles simon","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 alejandro gonzalez","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 gilles simon",0.512739635370214,0.507113565031817,0,77,1,30
TRUE,FALSE,FALSE,0,0,"alejandro gonzalez","gilles simon","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 alejandro gonzalez","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 gilles simon",0.512739635370214,0.514813232128303,0,77,1,30
TRUE,FALSE,FALSE,1,0,"alejandro gonzalez","gilles simon","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 alejandro gonzalez","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 gilles simon",0.512739635370214,0.522330146199604,0,77,1,30
TRUE,FALSE,FALSE,0,1,"alejandro gonzalez","gilles simon","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 alejandro gonzalez","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 gilles simon",0.512739635370214,0.519540896625633,0,77,1,30
TRUE,TRUE,FALSE,0,0,"alejandro gonzalez","gilles simon","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 alejandro gonzalez","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 gilles simon",0.512739635370214,0.500737406237335,0,77,1,30
TRUE,TRUE,FALSE,1,0,"alejandro gonzalez","gilles simon","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 alejandro gonzalez","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 gilles simon",0.512739635370214,0.508264095839359,0,77,1,30
FALSE,FALSE,FALSE,0,0,"gilles simon","alejandro gonzalez","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 gilles simon","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 alejandro gonzalez",0.656159724009352,0.656418122937414,1,30,0,77
FALSE,FALSE,TRUE,0,0,"gilles simon","alejandro gonzalez","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 gilles simon","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 alejandro gonzalez",0.656159724009352,0.656572255874342,1,30,0,77
FALSE,FALSE,FALSE,0,1,"gilles simon","alejandro gonzalez","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 gilles simon","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 alejandro gonzalez",0.656159724009352,0.659958297844023,1,30,0,77
FALSE,FALSE,TRUE,0,1,"gilles simon","alejandro gonzalez","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 gilles simon","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 alejandro gonzalez",0.656159724009352,0.660111664965809,1,30,0,77
FALSE,FALSE,FALSE,1,0,"gilles simon","alejandro gonzalez","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 gilles simon","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 alejandro gonzalez",0.656159724009352,0.662023866574529,1,30,0,77
FALSE,FALSE,TRUE,1,0,"gilles simon","alejandro gonzalez","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 gilles simon","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 alejandro gonzalez",0.656159724009352,0.662176778958302,1,30,0,77
FALSE,TRUE,FALSE,0,1,"gilles simon","alejandro gonzalez","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 gilles simon","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 alejandro gonzalez",0.656159724009352,0.65879532948992,1,30,0,77
FALSE,TRUE,TRUE,0,1,"gilles simon","alejandro gonzalez","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 gilles simon","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 alejandro gonzalez",0.656159724009352,0.65894895007547,1,30,0,77
FALSE,TRUE,FALSE,1,0,"gilles simon","alejandro gonzalez","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 gilles simon","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 alejandro gonzalez",0.656159724009352,0.660864332406854,1,30,0,77
FALSE,TRUE,FALSE,0,0,"gilles simon","alejandro gonzalez","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 gilles simon","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 alejandro gonzalez",0.656159724009352,0.655249371749422,1,30,0,77
FALSE,TRUE,TRUE,0,0,"gilles simon","alejandro gonzalez","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 gilles simon","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 alejandro gonzalez",0.656159724009352,0.655403753751686,1,30,0,77
FALSE,TRUE,TRUE,1,0,"gilles simon","alejandro gonzalez","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 gilles simon","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 alejandro gonzalez",0.656159724009352,0.661017500781611,1,30,0,77
TRUE,FALSE,FALSE,0,0,"gilles simon","alejandro gonzalez","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 gilles simon","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 alejandro gonzalez",0.656159724009352,0.6510596213043,1,30,0,77
TRUE,FALSE,FALSE,1,0,"gilles simon","alejandro gonzalez","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 gilles simon","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 alejandro gonzalez",0.656159724009352,0.656707069525971,1,30,0,77
TRUE,FALSE,FALSE,0,1,"gilles simon","alejandro gonzalez","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 gilles simon","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 alejandro gonzalez",0.656159724009352,0.654625958709512,1,30,0,77
TRUE,TRUE,FALSE,0,0,"gilles simon","alejandro gonzalez","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 gilles simon","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 alejandro gonzalez",0.656159724009352,0.649882364568111,1,30,0,77
TRUE,TRUE,FALSE,1,0,"gilles simon","alejandro gonzalez","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 gilles simon","Men'sFrenchOpen.:Alejandro Gonzalez:Gilles Simon:2014 alejandro gonzalez",0.656159724009352,0.65553878545257,1,30,0,77
FALSE,FALSE,FALSE,0,0,"aleksandr nedovyesov","somdev devvarman","Men'sFrenchOpen.:Aleksandr Nedovesov:Somdev Devvarman:2014 aleksandr nedovyesov","Men'sFrenchOpen.:Aleksandr Nedovesov:Somdev Devvarman:2014 somdev devvarman",0.649200341408694,0.653212493852404,1,101,0,96
FALSE,FALSE,TRUE,0,0,"aleksandr nedovyesov","somdev devvarman","Men'sFrenchOpen.:Aleksandr Nedovesov:Somdev Devvarman:2014 aleksandr nedovyesov","Men'sFrenchOpen.:Aleksandr Nedovesov:Somdev Devvarman:2014 somdev devvarman",0.649200341408694,0.647333315936865,1,101,0,96
FALSE,FALSE,FALSE,0,1,"aleksandr nedovyesov","somdev devvarman","Men'sFrenchOpen.:Aleksandr Nedovesov:Somdev Devvarman:2014 aleksandr nedovyesov","Men'sFrenchOpen.:Aleksandr Nedovesov:Somdev Devvarman:2014 somdev devvarman",0.649200341408694,0.663165416550933,1,101,0,96
FALSE,FALSE,TRUE,0,1,"aleksandr nedovyesov","somdev devvarman","Men'sFrenchOpen.:Aleksandr Nedovesov:Somdev Devvarman:2014 aleksandr nedovyesov","Men'sFrenchOpen.:Aleksandr Nedovesov:Somdev Devvarman:2014 somdev devvarman",0.649200341408694,0.657366465780767,1,101,0,96
